host_since,host_is_superhost,host_total_listings_count,host_verifications,host_identity_verified,latitude,longitude,accommodates,bathrooms_text,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,Bijlmer-Centrum,Bijlmer-Oost,Bos en Lommer,Buitenveldert - Zuidas,Centrum-Oost,Centrum-West,De Aker - Nieuw Sloten,De Baarsjes - Oud-West,De Pijp - Rivierenbuurt,Gaasperdam - Driemond,Geuzenveld - Slotermeer,IJburg - Zeeburgereiland,Noord-Oost,Noord-West,Oostelijk Havengebied - Indische Buurt,Osdorp,Oud-Noord,Oud-Oost,Slotervaart,Watergraafsmeer,Westerpark,Zuid,Entire home/apt,Hotel room,Private room,Shared room
2014,0,21,4,1,52.36574,4.86059,2,1.0,12,68.0,1,22,4.32,1,2.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,3,8,1,52.36206,4.90517,4,2.0,29,209.0,7,43,4.53,1,1.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,2,7,1,52.36437,4.94105,2,1.5,44,110.0,3,12,5.0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021,0,6,2,1,52.352,4.92119,4,1.0,17,166.0,2,6,4.83,1,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2013,0,1,8,1,52.38334,4.8258,4,1.5,52,120.0,5,8,4.88,0,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,6,1,52.36917,4.92144,2,1.0,27,149.0,3,23,5.0,0,0.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,1,7,1,52.36912,4.90721,3,1.5,32,125.0,4,24,4.5,0,0.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,4,1,52.35936,4.86001,4,2.0,43,160.0,5,49,4.92,0,0.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,5,1,52.3543,4.87701,5,1.0,27,120.0,5,11,4.82,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2016,1,1,6,1,52.38351,4.88487,3,1.0,28,194.0,4,57,5.0,1,0.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,7,1,52.35582,4.89172,4,1.0,28,400.0,2,35,4.65,1,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,3,7,1,52.3731,4.86859,2,1.0,15,81.0,3,362,4.73,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2014,1,2,4,1,52.38512,4.867,2,2.0,40,126.0,3,1,5.0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,1,1,2,1,52.36798,4.86633,2,0.0,30,62.0,1,764,4.84,1,24.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,1,1,7,1,52.36678,4.87336,2,1.5,33,145.0,2,29,4.97,1,0.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,7,1,52.37662,4.88117,3,1.0,26,135.0,4,38,4.84,0,1.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,6,1,52.37666,4.89227,2,1.5,15,290.0,3,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,7,1,52.36728,4.85926,6,2.0,16,343.0,1,98,4.73,0,0.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,1,1,1,52.36742,4.88462,2,1.0,21,78.0,1,51,4.75,1,1.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,4,1,52.3762,4.88435,2,1.0,29,264.0,2,1,5.0,0,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,1,5,1,52.37822,4.85454,2,1.0,22,99.0,5,12,5.0,0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,2,4,1,52.37862,4.88482,2,1.0,20,94.0,2,129,4.9,1,3.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,5,1,52.38212,4.85716,2,1.0,28,99.0,2,12,4.73,0,1.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,5,1,52.36003,4.9345,2,1.0,17,140.0,1,13,5.0,1,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,4,1,52.36845,4.87291,2,1.0,12,250.0,4,67,4.91,0,0.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,3,0,52.36611,4.85958,2,1.0,11,148.0,2,41,4.93,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,6,1,52.3809,4.96522,2,1.5,23,75.0,2,465,4.94,1,4.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,5,1,52.37422,4.88225,4,1.0,19,280.0,2,19,4.78,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,3,1,52.3712,4.87398,2,1.0,29,150.0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,2,8,1,52.38389,4.8352,2,1.0,10,75.0,2,26,4.8,0,0.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,0,1,10,1,52.34669,4.89401,7,2.0,48,590.0,4,2,5.0,0,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,8,1,52.3453,4.89207,4,1.0,33,250.0,3,1,5.0,0,0.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,0,8,2,1,52.37669,4.89305,1,1.0,15,75.0,1,24,4.88,1,3.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,1,6,1,52.35205,4.90267,3,1.0,20,160.0,2,86,4.55,1,1.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,0,4,1,52.37075,4.87471,4,1.5,21,149.0,5,61,4.66,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,1,2,5,1,52.38159,4.88477,2,1.5,34,118.0,1,31,4.87,0,0.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,2,9,1,52.35549,4.88881,2,1.0,36,130.0,2,28,4.67,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,2,7,1,52.35,4.86278,2,1.0,17,90.0,3,8,4.75,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020,1,2,6,1,52.375519,4.882921,2,1.5,18,49.0,1,101,4.79,1,5.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,3,0,52.4069,4.90168,6,1.0,14,130.0,4,12,4.75,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,3,1,52.38054,4.89153,2,1.0,20,119.0,4,7,4.86,0,0.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,0,1,1,1,52.34397,4.86377,2,1.0,18,140.0,4,2,5.0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020,0,4,2,0,52.35913,4.87816,2,1.0,17,76.0,1,65,4.52,1,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,0,1,3,0,52.3616,4.86119,4,1.5,13,325.0,1,2,3.5,0,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,8,1,52.35304,4.88015,4,1.0,24,250.0,4,8,5.0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2017,0,2,8,1,52.37228,4.91186,4,1.5,40,248.0,1,22,4.55,0,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,1,1,7,1,52.38052,4.88704,3,1.5,23,320.0,1,52,4.84,0,0.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,2,6,1,52.37725,4.88098,2,1.0,18,200.0,2,67,4.65,1,0.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,7,0,52.37815,4.88604,4,1.5,24,300.0,4,22,4.68,0,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,6,1,52.34611,4.89266,8,2.5,17,325.0,2,32,4.9,0,0.84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,7,1,52.36923,4.86838,4,2.0,28,320.0,4,39,4.63,0,0.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,4,0,52.36831,4.85443,2,1.5,18,76.0,3,18,4.53,0,0.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,2,5,1,52.37102,4.87885,4,2.5,46,299.0,4,18,4.83,0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,0,4,1,52.34737,4.86899,2,1.5,34,140.0,7,8,5.0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015,0,1,3,1,52.37532,4.94194,4,1.0,18,299.0,2,25,4.78,1,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,9,1,52.35707,4.92563,4,1.5,26,350.0,3,7,5.0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,1,1,5,1,52.36949,4.85268,4,1.0,26,129.0,2,24,4.92,0,0.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,5,0,52.37649,4.89043,4,1.0,17,207.0,2,22,5.0,1,0.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,2,4,1,52.37855,4.8548,4,1.0,25,200.0,3,10,4.9,0,0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,0,5,1,52.38553,4.87906,2,1.0,11,103.0,21,16,4.88,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,1,8,6,1,52.38553,4.87631,2,1.0,9,126.0,1,21,4.86,1,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2018,0,2,2,0,52.39106,4.93726,4,1.0,21,259.0,7,2,3.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,0,1,5,1,52.39543,4.92413,4,1.5,39,170.0,5,6,4.83,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019,0,6,2,1,52.36952,4.94761,2,1.0,35,188.0,1,100,4.78,1,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,4,0,52.36332,4.90236,2,1.0,15,130.0,3,28,4.74,0,0.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,8,1,52.41417,4.89009,2,1.0,28,85.0,2,2,5.0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,7,1,52.36262,4.85827,2,1.0,19,104.0,1,37,4.7,1,1.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,3,0,52.38169,4.88362,4,1.5,15,200.0,4,26,4.3,0,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,16,8,1,52.37426,4.89926,1,0.5,19,73.0,1,170,4.8,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,7,0,52.34836,4.90842,2,1.5,35,180.0,14,33,4.78,0,0.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,4,1,52.36983,4.8651,2,1.5,57,200.0,1,23,4.96,0,0.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,2,5,1,52.39731,4.88375,2,0.0,2,100.0,2,1,5.0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,0,2,4,1,52.39362,4.91033,6,1.0,22,463.0,2,17,4.81,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,0,1,2,0,52.37544,4.87394,4,2.0,33,241.0,2,30,4.33,1,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,1,1,5,1,52.36393,4.88797,4,2.0,18,250.0,4,21,4.85,0,0.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,1,1,0,52.35526,4.93244,2,1.0,34,140.0,13,3,4.67,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,0,0,2,1,52.38171,4.82633,3,3.0,15,125.0,5,3,3.67,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,0,8,1,52.36501,4.98203,3,1.0,12,85.0,2,77,4.97,0,1.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,22,7,1,52.36478,4.88033,4,2.5,22,379.0,7,45,4.5,1,1.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,3,1,52.39852,4.91651,2,1.5,42,95.0,4,4,5.0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,0,4,8,1,52.35983,4.88009,2,1.0,35,263.0,3,72,4.89,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019,0,17,7,1,52.37229,4.89109,3,0.0,13,79.0,2,1,5.0,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,5,0,52.35297,4.86058,4,1.0,28,230.0,2,17,4.4,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,0,6,7,1,52.38563,4.88134,2,1.0,19,80.0,3,4,5.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,0,21,4,1,52.36714,4.86019,2,0.0,7,68.0,1,116,4.61,1,1.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,13,8,1,52.41016,4.96369,2,1.0,22,87.0,1,163,4.78,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,7,2,1,52.36181,4.9194,2,1.0,21,82.0,1,26,4.27,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015,0,1,4,1,52.36312,4.8756,4,1.0,21,255.0,3,13,4.85,0,0.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,7,1,52.36158,4.86126,4,1.5,37,200.0,4,31,4.9,0,0.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,3,7,1,52.404243,4.901983,4,1.0,59,95.0,2,98,4.9,1,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,4,1,52.39319,4.9435,1,1.0,12,59.0,4,97,4.81,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020,0,1,5,1,52.37134,4.89603,4,1.0,22,155.0,2,17,4.41,1,3.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,1,0,7,1,52.35555,4.878,2,1.0,8,121.0,1,12,4.58,1,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,0,1,8,1,52.36306,4.86017,2,1.0,17,90.0,2,20,4.95,0,0.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,7,9,1,52.368629,4.881309,2,1.0,19,386.0,1,15,4.27,1,0.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,8,1,52.38224,4.86862,4,1.0,37,189.0,2,59,4.55,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011,0,1,5,1,52.35662,4.90323,2,1.0,41,160.0,1,13,4.9,0,0.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,2,5,1,52.37638,4.88217,2,1.0,28,166.0,2,81,4.81,0,0.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,5,4,0,52.38531,4.95352,4,1.5,62,335.0,4,19,4.68,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,4,6,1,52.37767,4.8928,4,1.0,23,175.0,1,54,4.42,1,1.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,5,0,52.38989,4.88278,4,1.0,20,179.0,3,13,4.92,1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020,1,1,5,1,52.3615,4.9003,2,1.0,33,139.0,2,40,4.88,0,2.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,1,5,0,52.35339,4.93679,4,1.5,39,165.0,3,17,5.0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2013,0,2,4,1,52.37957,4.86845,2,1.0,20,125.0,3,55,4.48,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,0,1,4,0,52.35909,4.92099,6,2.5,42,300.0,4,2,5.0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019,0,1,7,1,52.39648,4.92441,4,1.0,39,132.0,2,43,4.93,1,1.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,2,3,0,52.35823,4.92035,4,1.0,19,295.0,4,10,4.8,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013,0,1,5,1,52.35541,4.892,3,1.5,21,189.0,3,1,5.0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,1,7,1,52.35618,4.85146,2,1.0,24,150.0,1,26,4.52,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,0,1,4,1,52.35375,4.84745,4,1.0,24,110.0,1,68,4.87,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,0,1,7,1,52.35813,4.90221,2,1.0,22,51.0,1,8,4.38,1,6.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,5,1,52.36781,4.87568,4,1.5,23,250.0,5,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,3,7,1,52.371284,4.897311,2,1.0,22,176.0,3,16,4.75,0,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,6,0,52.37055,4.87966,2,1.5,30,249.0,1,3,5.0,1,0.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,2,9,1,52.31308,4.95062,2,1.0,13,45.0,2,3,5.0,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1,0,7,0,52.36605,4.88591,2,1.0,8,61.0,3,1,5.0,1,0.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,3,9,1,52.36334,4.88664,3,1.0,30,242.0,1,17,4.75,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,1,2,6,1,52.36965,4.88761,2,1.0,13,213.0,2,38,4.71,1,0.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,2,2,1,52.35503,4.87188,2,1.0,8,100.0,5,2,5.0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,0,2,4,1,52.34398,4.80157,4,1.0,41,150.0,7,10,4.9,0,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,5,1,52.36832,4.93039,4,2.5,62,175.0,5,24,4.96,0,0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,22,7,1,52.3649,4.88066,4,1.5,21,75.0,7,36,4.14,1,1.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,5,1,52.36487,4.93429,4,1.0,23,200.0,4,20,4.95,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,5,1,52.36849,4.9149,2,1.5,40,130.0,5,17,4.94,0,0.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,0,2,0,52.3809,4.87008,2,1.0,14,140.0,2,7,4.83,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,0,22,7,1,52.36598,4.88109,2,1.0,25,50.0,2,19,4.26,1,1.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,6,1,52.412754,4.884312,2,1.5,66,94.0,2,18,4.83,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,0,6,1,52.37397,4.89924,5,1.5,47,396.0,1,1,5.0,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,2,0,52.35028,5.01179,4,2.5,49,250.0,3,2,4.5,0,0.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,5,1,52.37278,4.86412,2,1.0,31,98.0,26,1,5.0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,0,3,0,52.352139,4.794104,4,1.0,39,200.0,3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012,0,1,6,1,52.36744,4.86625,4,1.0,6,236.0,3,11,5.0,0,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,6,1,52.37978,4.86823,4,1.5,27,279.0,2,5,4.6,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,0,4,2,1,52.37748,4.8634,2,1.0,20,199.0,1,59,5.0,1,2.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,2,8,1,52.39521,4.91066,16,3.0,66,432.0,1,304,4.72,1,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,1,1,4,1,52.30573,5.01471,2,1.0,21,41.0,2,53,4.81,0,0.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,1,1,6,1,52.34137,4.91695,2,1.0,18,95.0,2,93,4.88,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
