latitude,longitude,host_since,amenities,reviews_per_month,number_of_reviews,host_verifications,host_total_listings_count,accommodates,review_scores_rating,minimum_nights,bathrooms_text,host_is_superhost,price
52.40315,4.9618,2021,30,2.35,4,2,0,4,5.0,2,1.0,0,200.0
52.35348,4.9451,2016,30,0.26,8,5,2,3,4.86,4,1.0,0,129.0
52.37308,4.89964,2012,34,0.69,44,11,1,4,4.91,1,1.0,1,350.0
52.36932,4.86704,2015,22,0.25,1,8,0,4,5.0,18,1.0,0,68.0
52.37445,4.90541,2015,37,0.24,15,4,1,4,5.0,6,1.5,0,200.0
52.35439,4.99451,2014,11,0.28,8,6,2,2,5.0,3,1.5,0,80.0
52.36611,4.86376,2012,40,0.7,45,6,1,2,4.27,20,1.0,0,120.0
52.38584,4.88124,2012,19,1.04,18,7,6,2,4.5,2,1.0,0,44.0
52.3643,4.88867,2013,32,0.07,2,7,9,4,4.5,7,1.0,0,302.0
52.37547,4.87017,2018,21,1.0,27,2,20,2,4.89,2,1.0,1,161.0
52.34935,4.9343,2020,39,0.96,7,2,0,4,4.86,3,2.0,0,115.0
52.38122,4.87973,2016,19,1.72,101,6,2,2,4.58,3,1.0,0,65.0
52.3532,4.87888,2016,2,0.22,14,5,1,2,4.62,3,1.0,0,100.0
52.37928,4.89041,2015,21,4.24,256,7,2,2,4.95,3,1.0,0,135.0
52.38442,4.8766,2014,26,0.27,15,5,1,4,4.87,3,1.0,0,175.0
52.37503,4.83967,2014,16,0.28,1,3,0,3,5.0,4,1.5,0,165.0
52.35344,4.8954,2012,37,1.27,55,5,1,2,4.98,1,1.0,1,250.0
52.37165,4.84912,2015,26,0.23,18,4,1,4,4.94,3,1.0,0,250.0
52.38598,4.89164,2012,34,3.98,340,10,2,2,4.93,2,1.0,1,125.0
52.3623,4.92028,2012,31,0.48,52,4,1,2,4.55,3,1.0,0,95.0
52.35375,4.84745,2014,24,0.84,68,4,1,4,4.87,1,1.0,0,110.0
52.37641,4.89078,2014,39,0.25,1,4,0,2,4.0,2,1.0,0,118.0
52.36131,4.86073,2018,17,2.82,119,7,2,2,4.91,2,1.0,1,50.0
52.34604,4.92992,2014,32,0.05,2,3,1,4,5.0,4,1.0,0,225.0
52.3616,4.87153,2014,9,0.0,0,4,0,4,0.0,1,1.0,0,117.0
52.38122,4.89092,2018,26,0.61,17,2,0,2,4.88,2,1.0,0,105.0
52.35309,4.91187,2011,57,1.0,1,6,0,6,5.0,7,3.0,0,214.0
52.38223,4.84905,2014,15,0.24,1,8,1,2,5.0,3,1.0,0,44.0
52.37102,4.87598,2013,27,0.17,4,6,1,3,5.0,2,1.0,0,220.0
52.35689,4.91209,2018,25,0.18,8,7,1,2,4.75,3,1.5,0,160.0
52.36807,4.93449,2013,70,0.43,36,4,1,4,4.83,5,3.0,0,164.0
52.35665,4.86363,2011,44,0.71,54,4,1,2,4.88,7,1.0,0,99.0
52.36545,4.92532,2013,18,0.59,33,6,1,2,4.97,5,1.0,0,120.0
52.35366,4.91213,2019,29,0.16,1,2,4,6,5.0,1,0.0,0,890.0
52.38203,4.87826,2013,26,0.07,5,4,1,2,5.0,2,1.0,0,125.0
52.34611,4.89266,2014,17,0.84,32,6,1,8,4.9,2,2.5,0,325.0
52.36105,4.92658,2014,14,0.28,9,3,1,2,5.0,4,1.0,0,90.0
52.34346,4.89507,2014,20,0.85,59,4,1,2,4.88,4,1.0,0,90.0
52.37035,4.84786,2016,28,0.02,1,4,2,1,0.0,1,1.0,0,250.0
52.3779,4.84629,2019,14,0.0,0,2,0,2,0.0,3,1.0,0,120.0
52.3481,4.85648,2011,21,0.08,6,9,1,2,5.0,5,1.0,0,145.0
52.38334,4.8258,2013,52,0.19,8,8,1,4,4.88,5,1.5,0,120.0
52.39944,4.89375,2014,21,0.77,2,7,5,2,5.0,1,1.5,0,981.0
52.36655,4.9093,2019,13,0.07,2,5,3,4,5.0,2,2.0,1,330.0
52.37108,4.85303,2013,22,2.72,107,8,9,2,4.32,3,1.5,0,45.0
52.35218,4.90442,2012,26,0.82,27,5,1,2,4.81,2,1.0,1,99.0
52.35719,4.92193,2013,37,1.37,124,10,3,2,4.85,1,1.5,1,140.0
52.34577,4.84762,2015,10,0.0,0,4,0,2,0.0,4,1.5,0,120.0
52.35597,4.88512,2010,22,0.87,95,4,1,4,4.86,4,1.5,0,149.0
52.37159,4.88146,2014,16,0.88,50,4,1,4,4.92,4,1.5,0,414.0
52.37559,4.90682,2015,31,0.67,35,4,1,2,4.97,2,1.0,0,199.0
52.35276,4.89862,2012,27,0.28,10,7,1,4,5.0,6,1.5,0,120.0
52.359,4.90816,2018,22,0.37,10,2,1,2,5.0,3,1.0,0,250.0
52.36326,4.85601,2017,17,0.39,14,8,1,2,4.93,3,1.5,0,130.0
52.36971,4.84919,2017,30,0.16,7,5,1,2,5.0,3,1.0,0,138.0
52.36002,4.85442,2016,45,0.28,18,4,1,3,4.94,3,1.5,0,120.0
52.3643,4.88867,2013,32,0.0,0,7,9,2,0.0,7,1.0,0,231.0
52.3749,4.90543,2017,17,3.1,155,6,1,4,4.72,2,1.0,0,120.0
52.41928,4.90233,2016,34,0.6,33,6,1,4,4.72,2,1.5,0,229.0
52.35297,4.85206,2013,58,0.14,10,4,1,5,4.78,7,1.5,0,333.0
52.3527,4.86091,2013,19,1.25,46,7,2,4,4.8,2,1.0,1,210.0
52.38284,4.86991,2013,12,0.46,32,5,1,2,4.97,6,1.0,0,85.0
52.37392,4.82181,2014,52,0.25,10,4,1,2,5.0,4,1.5,0,119.0
52.37116,4.85505,2013,19,1.81,73,8,9,3,4.27,3,1.5,0,45.0
52.42075,4.89596,2018,5,0.05,2,5,1,4,5.0,5,1.0,0,155.0
52.38534,4.87453,2019,8,10.6,41,6,8,2,4.76,1,1.0,1,89.0
52.37236,4.87329,2012,15,1.0,35,5,1,2,4.94,2,1.0,0,80.0
52.35496,4.89182,2017,43,0.57,16,3,1,4,5.0,5,1.5,1,150.0
52.35107,4.84815,2012,20,5.45,8,5,1,4,5.0,2,1.0,0,85.0
52.36392,4.86749,2017,46,2.0,8,7,3,2,5.0,3,1.0,0,140.0
52.3691,4.89036,2014,45,2.07,64,6,1,4,4.8,3,1.0,0,156.0
52.34915,4.91344,2013,13,2.0,2,8,0,4,5.0,3,1.0,0,265.0
52.35643,4.90409,2014,44,4.68,394,4,1,2,4.88,2,1.5,1,96.0
52.35719,4.92193,2013,40,1.87,171,10,3,1,4.88,1,1.5,1,111.0
52.35166,4.85767,2013,43,0.55,23,5,1,4,4.86,3,2.5,0,450.0
52.37002,4.85226,2013,31,0.47,31,9,1,2,4.97,3,1.0,0,100.0
52.36017,4.84902,2014,31,0.45,19,6,2,2,4.79,3,1.0,0,75.0
52.36962,4.87206,2013,21,0.1,3,3,1,3,5.0,3,1.0,0,175.0
52.36542,4.87309,2012,21,0.21,16,5,1,2,4.73,2,1.0,0,119.0
52.37447,4.90719,2020,25,0.3,1,7,0,2,5.0,1,1.0,1,175.0
52.37135,4.8958,2012,14,0.0,0,5,0,4,0.0,3,1.0,0,290.0
52.364967,4.880611,2018,28,1.74,8,7,22,2,4.25,2,1.0,0,50.0
52.35412,4.88326,2014,13,0.19,1,7,1,5,5.0,2,1.0,0,135.0
52.40277,4.91751,2016,21,0.75,24,5,1,4,4.81,2,1.5,0,125.0
52.3508,4.84169,2016,45,1.84,103,9,1,2,4.9,2,1.0,1,42.0
52.3386,4.91947,2015,47,0.89,14,7,0,2,4.71,3,1.0,0,90.0
52.3458,4.8909,2014,36,0.1,3,5,1,4,4.67,4,1.5,0,175.0
52.36022,4.9258,2012,31,3.49,5,4,0,2,5.0,2,1.5,0,204.0
52.35628,4.99844,2016,58,0.39,10,4,1,4,4.9,5,2.0,0,257.0
52.35265,4.89835,2021,20,0.35,1,1,0,4,5.0,1,1.0,0,255.0
52.35634,4.99094,2015,18,0.14,9,4,1,8,5.0,3,2.0,0,300.0
52.38104,4.89175,2018,14,3.12,110,7,7,2,4.47,1,1.0,0,71.0
52.35194,4.91335,2015,17,0.64,32,2,1,1,4.74,5,1.0,0,89.0
52.382801,4.837267,2018,57,0.0,0,2,0,4,0.0,6,2.5,0,150.0
52.37669,4.89305,2021,15,3.69,24,2,8,1,4.88,1,1.0,0,75.0
52.37748,4.8634,2015,20,2.49,59,2,4,2,5.0,1,1.0,0,199.0
52.35774,4.89647,2011,26,0.76,50,6,1,2,4.8,1,1.5,0,115.0
52.3678,4.94205,2015,24,0.7,45,4,1,2,4.91,6,1.0,1,100.0
52.35546,4.90394,2013,56,2.82,159,7,1,2,4.96,2,1.5,1,79.0
52.3634,4.85335,2014,47,0.89,82,3,1,3,4.9,3,1.0,0,150.0
52.35438,4.92349,2018,36,0.17,6,7,1,2,4.83,3,1.5,0,195.0
52.37407,4.87678,2014,17,3.04,52,2,0,4,4.83,1,1.5,1,99.0
52.40745,4.90396,2016,14,0.3,21,6,1,8,4.81,5,1.0,0,150.0
52.38273,4.85468,2017,26,0.25,10,8,2,3,4.67,3,1.0,0,105.0
52.35651,4.99681,2016,16,0.0,0,8,0,4,0.0,3,1.5,0,215.0
52.40393,4.94149,2018,42,2.15,77,7,1,3,4.9,3,1.0,1,70.0
52.42476,4.88693,2019,29,1.5,25,2,0,6,4.96,2,3.0,1,300.0
52.37654,4.88907,2012,53,0.73,12,8,9,4,4.67,7,2.5,0,675.0
52.3634,4.92829,2015,14,0.0,0,3,0,2,0.0,4,2.0,0,150.0
52.37254,4.90194,2014,34,1.21,99,4,1,2,4.89,2,1.0,0,123.0
52.36058,4.869789,2014,53,0.53,38,5,1,4,4.89,3,3.5,0,550.0
52.39956,4.89681,2013,29,0.63,21,5,2,16,4.9,2,4.0,1,529.0
52.37981,4.87418,2012,34,0.54,31,9,4,4,4.94,1,1.0,1,167.0
52.36512,4.88241,2020,26,2.48,39,7,1,4,4.0,7,1.5,0,164.0
52.37713,4.8821,2012,42,0.49,38,8,1,4,4.87,3,1.5,0,225.0
52.35587,4.89541,2012,21,0.91,55,6,1,2,4.69,2,1.0,0,99.0
52.36422,4.93679,2011,14,0.14,5,5,1,3,4.8,5,1.0,0,130.0
52.36972,4.88076,2016,29,0.45,13,7,1,4,4.77,7,2.0,0,198.0
52.36337,4.87484,2013,21,0.4,13,4,1,4,5.0,3,1.0,0,160.0
52.38024,4.86973,2013,12,0.3,21,5,1,2,4.86,2,1.0,0,140.0
52.37412,4.88836,2012,24,1.23,87,9,2,4,4.66,7,1.0,0,166.0
52.38064,4.84886,2013,33,0.97,3,5,0,2,5.0,3,1.0,0,133.0
52.37851,4.84993,2016,37,0.52,25,5,1,2,4.72,3,1.0,0,100.0
52.36501,4.98203,2016,12,1.4,77,8,0,3,4.97,2,1.0,1,85.0
52.37046,4.91945,2015,27,0.56,36,4,1,2,4.92,3,1.0,0,110.0
52.39857,4.90464,2015,50,1.51,41,5,0,2,4.98,2,1.0,1,76.0
52.327,4.94728,2018,36,2.32,11,2,1,2,4.82,2,1.5,0,100.0
52.35622,4.89641,2019,14,0.31,7,1,1,2,4.71,4,1.0,0,130.0
52.3675,4.86676,2015,7,0.0,0,7,4,2,0.0,1,1.0,0,110.0
52.39464,4.90554,2013,20,0.18,3,5,1,4,5.0,4,1.0,0,150.0
52.3552,4.89161,2013,46,2.33,231,8,1,4,4.69,4,1.5,0,251.0
52.37007,4.87567,2020,26,0.5,7,2,1,4,5.0,1,1.5,0,249.0
52.3681,4.89934,2015,30,0.44,32,3,1,2,4.94,4,1.0,0,164.0
52.36901,4.86852,2012,18,0.44,37,5,1,2,4.92,7,1.0,0,110.0
52.36655,4.92385,2014,46,0.89,37,8,2,2,4.92,3,1.5,1,100.0
52.37098,4.8578,2015,17,0.73,5,6,0,2,5.0,3,1.5,0,169.0
52.36953,4.94749,2019,33,5.89,143,2,6,4,4.7,1,1.0,0,215.0
52.38827,4.88625,2013,22,0.29,8,5,0,4,5.0,3,1.0,0,240.0
52.3474,5.01041,2013,10,0.25,1,5,1,6,5.0,5,1.5,0,250.0
52.38312,4.90442,2019,7,0.78,24,2,12,1,4.63,1,1.0,0,42.0
52.371,4.86222,2019,29,1.34,39,7,0,4,4.67,2,1.5,0,150.0
52.37344,4.89869,2019,29,3.33,13,8,7,6,4.69,3,1.5,0,409.0
52.31008,4.99993,2013,10,1.52,4,4,5,2,4.0,1,1.0,0,85.0
52.38014,4.89345,2015,29,2.68,65,6,1,4,4.62,7,2.0,0,266.0
52.38391,4.87971,2015,14,0.18,8,8,1,3,5.0,2,1.0,0,200.0
52.36639,4.8601,2018,43,2.89,106,5,1,2,4.87,3,1.0,0,75.0
52.35278,4.91919,2015,32,0.56,38,3,1,3,4.68,2,1.0,0,249.0
52.37166,4.82951,2012,35,0.78,63,8,0,4,4.86,3,1.5,0,275.0
52.38277,4.87446,2016,20,0.37,21,4,1,2,4.81,3,1.0,0,75.0
52.35035,4.91362,2013,23,1.93,175,7,2,2,4.9,2,1.0,1,107.0
52.36472,4.90703,2015,56,0.94,59,5,2,2,4.88,3,1.0,1,175.0
52.35373,4.92876,2019,18,1.95,50,7,1,4,4.78,3,1.0,1,152.0
52.37662,4.88696,2012,19,0.43,19,8,1,2,5.0,3,1.0,1,190.0
52.37243,4.86602,2019,29,0.34,9,2,1,4,4.89,2,1.5,1,165.0
52.404045,4.901576,2013,60,0.84,52,7,3,2,4.96,2,1.5,1,65.0
52.37276,4.89707,2012,23,6.43,707,7,1,2,4.82,2,1.5,1,70.0
52.36418,4.88261,2014,27,4.75,319,8,2,2,4.8,1,1.5,1,74.0
52.37337,4.96672,2020,27,1.05,23,4,2,2,4.87,2,0.5,1,70.0
52.362,4.87212,2015,6,0.49,2,5,1,4,4.5,2,1.0,0,293.0
52.32322,4.87971,2013,19,0.58,16,8,1,2,4.94,2,1.5,1,55.0
52.3784,4.85215,2014,20,0.36,24,8,1,3,4.96,3,1.0,0,125.0
52.37625,4.77802,2017,27,1.17,51,4,7,4,4.86,3,1.0,0,155.0
52.37602,4.897,2019,9,0.0,0,8,3,4,0.0,1,2.0,0,540.0
52.36947,4.88491,2016,44,1.17,82,7,1,4,4.95,1,1.5,1,453.0
52.3809,4.96522,2013,23,4.72,465,6,1,2,4.94,2,1.5,1,75.0
52.36832,4.90935,2015,21,1.09,70,9,2,2,4.94,2,1.0,1,130.0
52.38097,4.85526,2014,52,0.68,34,6,1,2,4.94,2,1.5,1,160.0
52.36926,4.87478,2021,48,1.69,4,2,1,4,4.75,3,1.5,0,261.0
52.36077,4.88909,2016,20,0.55,35,5,1,4,4.74,4,1.0,0,172.0
52.35594,4.85466,2018,21,0.41,13,5,1,2,4.92,2,1.5,1,75.0
52.36334,4.90489,2021,32,1.27,6,3,0,4,4.5,7,1.0,0,143.0
52.37645,4.84566,2015,17,0.38,14,4,1,2,4.79,2,1.0,0,100.0
52.36767,4.86774,2016,30,1.23,58,4,1,2,4.68,5,1.5,0,100.0
52.35715,4.86032,2013,21,0.17,8,4,1,2,4.63,5,1.0,0,170.0
52.36474,4.88981,2021,10,4.29,5,1,0,2,5.0,3,1.5,0,1400.0
52.41333,4.88338,2014,24,0.9,60,4,1,2,4.48,2,1.5,0,65.0
52.3881,4.91438,2019,7,0.0,0,2,0,2,0.0,1,1.0,0,133.0
52.36008,4.94462,2013,22,0.32,20,4,1,4,4.9,5,1.0,0,125.0
52.34833,4.78987,2014,43,0.1,3,4,2,4,5.0,3,2.0,0,165.0
52.35531,4.90333,2012,23,0.29,27,8,1,4,5.0,3,1.5,0,355.0
52.38289,4.88623,2013,37,1.0,1,4,18,2,5.0,7,1.5,1,110.0
52.37055,4.87966,2016,30,0.64,3,6,0,2,5.0,1,1.5,0,249.0
52.36188,4.90062,2015,39,1.96,64,9,1,4,4.92,1,1.5,0,400.0
52.36473,4.88133,2013,41,4.89,156,6,2,2,4.79,2,1.0,0,146.0
52.35602,4.91945,2015,14,0.49,22,7,1,3,4.5,2,1.0,0,190.0
52.37006,4.85853,2013,25,0.83,68,5,1,2,4.76,2,1.5,1,150.0
52.3102,5.00055,2013,24,0.9,73,4,5,2,4.5,1,1.0,0,98.0
52.35481,4.90078,2015,24,8.32,540,4,2,2,4.87,1,1.0,1,68.0
52.35927,4.92427,2015,15,0.32,14,7,1,2,4.69,3,1.5,0,102.0
52.384,4.87276,2015,13,0.81,4,6,0,2,5.0,7,1.0,0,95.0
52.37089,4.87258,2013,28,0.82,64,10,1,2,5.0,4,1.0,1,240.0
52.37019,4.88046,2021,27,10.62,23,2,1,2,4.87,1,1.0,1,92.0
52.37229,4.89109,2019,13,1.0,1,7,17,3,5.0,2,0.0,0,79.0
52.37906,4.85811,2014,18,0.48,2,7,0,2,4.5,5,1.0,0,125.0
52.36643,4.87465,2016,21,0.83,32,6,2,2,4.91,2,1.0,1,145.0
52.36666,4.85863,2014,13,1.92,23,4,21,2,4.43,1,1.0,0,68.0
52.37928,4.85735,2012,26,0.59,41,5,1,2,4.77,5,1.0,0,131.0
52.3583,4.91761,2013,20,0.47,26,4,1,2,4.92,2,1.0,0,130.0
52.34748,4.90338,2015,18,0.83,3,5,2,4,5.0,7,1.0,0,199.0
52.34879,4.84801,2014,36,2.2,53,9,0,2,4.91,2,1.0,1,68.0
52.383,4.89161,2013,53,0.95,73,4,1,2,4.74,3,1.5,0,160.0
52.38206,4.85036,2011,40,0.7,54,4,1,3,4.87,3,2.0,0,179.0
52.35686,4.90829,2013,23,0.55,33,3,1,4,4.82,5,1.0,0,157.0
52.352139,4.794104,2015,39,0.0,0,3,0,4,0.0,3,1.0,0,200.0
52.38577,4.87007,2014,17,0.05,3,8,0,2,5.0,1,1.5,0,60.0
52.35222,4.89184,2020,36,1.35,13,6,0,4,4.62,2,1.5,0,225.0
52.37782,4.88163,2015,22,0.77,21,4,0,2,5.0,2,1.0,1,120.0
52.37903,4.88377,2011,23,1.67,93,5,1,2,4.9,2,1.0,0,149.0
52.366253,4.934817,2019,22,3.6,99,7,2,2,4.7,1,1.0,0,49.0
52.34594,4.86081,2015,10,0.52,32,6,1,3,4.87,2,1.0,0,150.0
52.36829,4.92378,2014,36,3.86,342,8,2,2,4.93,3,1.5,1,110.0
52.35891,4.92365,2015,28,0.27,7,10,0,2,5.0,2,1.5,0,110.0
52.35942,4.85676,2014,31,0.22,14,5,1,4,4.92,2,1.5,0,256.0
52.35345,4.91127,2014,42,0.22,6,3,0,4,5.0,3,1.0,0,213.0
52.365,4.87322,2019,49,7.09,65,7,2,2,4.92,1,1.0,1,95.0
52.37097,4.86182,2016,20,0.96,55,6,1,2,4.96,2,1.5,1,80.0
52.35336,4.99456,2015,20,0.19,10,4,2,4,4.9,3,2.0,0,350.0
52.35458,4.9176,2016,21,0.54,35,4,1,2,4.89,2,1.0,1,85.0
52.36662,4.89069,2015,42,2.1,56,6,1,2,4.98,2,1.0,0,96.0
52.35657,4.99689,2014,27,0.26,13,8,1,2,4.92,5,1.0,0,119.0
52.37051,4.93518,2015,16,1.35,74,3,2,3,4.91,1,1.0,1,100.0
52.38324,4.96243,2018,39,1.4,39,3,1,3,4.82,1,1.0,1,75.0
52.37517,4.84677,2011,49,0.4,17,4,2,4,4.88,3,1.5,0,170.0
52.37249944711148,4.88846249891276,2021,11,0.0,0,2,0,4,0.0,1,1.0,0,188.0
52.3777,4.94521,2013,32,0.81,44,9,1,4,4.8,1,1.0,0,281.0
52.34188,4.92073,2014,27,2.84,107,8,1,2,4.96,1,1.0,1,71.0
52.36983,4.8651,2013,57,0.61,23,4,1,2,4.96,1,1.5,1,200.0
52.37613,4.89479,2013,31,1.36,92,5,7,4,4.62,1,1.0,0,128.0
52.38374,4.88524,2014,43,0.52,28,7,1,4,4.96,2,2.0,1,275.0
52.34123,4.90969,2015,18,0.0,0,5,1,2,0.0,3,1.0,0,149.0
52.35396,4.87842,2014,36,0.45,39,4,1,5,4.84,2,1.5,0,345.0
52.37196,4.84775,2016,44,0.82,42,6,2,3,4.68,1,1.0,1,500.0
52.37228,4.92388,2016,17,0.0,0,6,2,2,0.0,21,1.0,1,102.0
52.371,4.88703,2018,32,1.67,4,9,3,2,4.25,2,1.0,1,126.0
52.36381,4.9144,2016,37,3.78,240,6,1,2,4.9,4,1.0,1,85.0
52.38981,4.94945,2016,10,0.49,28,3,1,4,4.39,2,1.0,0,130.0
52.35666,4.89785,2014,20,0.48,14,5,1,3,4.86,3,1.0,0,200.0
52.38461,4.89541,2020,34,2.82,14,7,9,2,4.0,3,1.5,0,99.0
52.36288,4.85843,2014,19,0.35,24,5,1,4,4.79,3,1.0,0,205.0
52.33664,4.84852,2017,38,4.2,14,8,0,4,4.71,2,1.0,1,104.0
52.37164,4.92134,2014,15,1.07,86,4,1,2,4.81,1,1.0,1,133.0
52.35665,4.85461,2020,10,3.2,48,7,5,2,4.75,1,1.0,0,77.0
52.3666,4.93003,2015,22,0.44,22,4,2,4,4.95,3,1.0,0,179.0
52.36622,4.86612,2016,29,0.64,36,5,2,2,4.94,1,1.0,1,110.0
52.41082,4.88541,2016,22,2.66,155,7,1,2,4.95,1,1.5,0,75.0
52.36452,4.91023,2012,58,0.67,11,6,1,2,5.0,4,1.0,0,159.0
52.3589,4.91307,2013,30,1.13,117,5,0,2,4.84,2,1.0,1,120.0
52.34751,4.89073,2014,21,0.5,35,8,0,4,4.53,7,1.5,0,115.0
52.36721,4.86552,2011,20,0.0,0,8,6,2,0.0,1,1.0,0,175.0
52.35871,4.8559,2018,17,0.54,18,2,20,2,4.78,1,1.0,1,176.0
52.36312,4.8756,2015,21,0.42,13,4,1,4,4.85,3,1.0,0,255.0
52.36328,4.94173,2016,21,0.14,7,3,1,2,5.0,6,1.0,0,100.0
52.39026,4.99454,2013,52,0.42,3,5,0,5,5.0,4,2.0,0,250.0
52.36384,4.90131,2018,13,2.27,91,5,2,2,4.89,3,1.0,0,80.0
52.34861,5.00784,2013,32,0.21,16,3,1,4,4.87,3,1.5,0,193.0
52.39517,4.93973,2017,10,0.3,7,3,1,4,4.71,2,1.0,0,110.0
52.380775,4.888254,2014,42,3.14,293,6,2,2,4.79,3,1.5,1,80.0
52.37599,4.86413,2016,21,0.73,42,8,1,2,4.88,3,1.0,1,110.0
52.34426,4.89841,2016,18,0.03,1,2,1,2,5.0,6,1.0,0,180.0
52.37209,4.8536,2014,16,0.17,10,4,1,4,5.0,3,1.0,0,140.0
52.35592,4.99837,2016,29,0.63,6,8,0,2,4.83,2,0.5,0,76.0
52.35269,4.90618,2020,22,0.21,3,3,8,2,5.0,1,1.0,1,200.0
52.36944,4.9204,2021,43,0.0,0,2,0,4,0.0,2,2.0,0,186.0
52.38273,4.86319,2015,31,0.74,40,3,1,2,4.85,2,1.0,1,150.0
52.34332,4.89484,2011,41,0.23,29,5,2,3,4.5,21,1.5,0,250.0
52.37973,4.89378,2014,40,0.62,34,4,1,2,5.0,2,1.5,0,175.0
52.32236,4.88164,2021,19,3.93,19,2,1,2,4.89,1,1.0,1,79.0
52.35478,4.90439,2018,23,1.03,33,4,2,4,5.0,2,1.0,1,299.0
52.3695,4.86229,2012,41,0.25,11,9,1,4,5.0,5,1.0,0,190.0
52.4127,4.95472,2017,31,1.32,38,8,1,4,4.92,2,1.0,1,97.0
52.36158,4.97639,2012,15,0.27,21,6,1,4,4.76,7,1.0,0,120.0
52.35937,4.75571,2020,50,2.41,39,6,0,2,4.74,2,1.0,0,99.0
52.3593,4.85298,2014,23,0.56,28,8,1,2,4.93,2,1.5,1,115.0
52.35611,4.9184,2013,61,0.0,0,9,1,4,0.0,7,1.5,0,350.0
52.36052,4.89435,2014,31,0.41,37,4,2,4,4.89,4,1.0,0,214.0
52.36781,4.87568,2015,23,0.0,0,5,0,4,0.0,5,1.5,0,250.0
52.36682,4.88388,2021,38,2.03,4,3,0,4,4.25,7,1.5,0,198.0
52.35896,4.81951,2013,27,2.45,225,8,3,2,4.9,2,1.0,1,80.0
52.35601,4.91086,2015,23,0.45,16,4,1,2,4.8,3,1.0,0,157.0
52.37815,4.94705,2015,28,1.83,122,4,1,2,4.78,2,1.0,1,70.0
52.36383,4.85654,2012,21,0.52,25,9,1,2,4.88,5,1.5,0,112.0
52.34992,4.91378,2011,37,0.64,14,4,2,2,5.0,2,1.0,0,100.0
52.35576,4.90549,2018,20,0.55,21,2,20,2,4.86,2,1.0,1,176.0
52.37588,4.87486,2018,23,2.02,72,7,3,2,4.77,1,1.0,1,99.0
52.372,4.84921,2017,20,0.67,29,5,1,2,5.0,1,1.0,1,99.0
52.38278,4.85254,2012,16,2.75,265,5,1,2,4.8,4,1.0,1,56.0
52.35602,4.90959,2016,13,0.25,4,2,0,2,5.0,3,1.0,0,140.0
52.38001,4.88879,2017,36,1.74,55,6,2,4,4.96,3,1.5,1,495.0
52.35712,4.89098,2021,40,0.55,3,3,0,7,4.67,7,3.0,0,361.0
52.360474,4.892034,2015,26,0.45,35,6,1,4,4.91,4,1.0,0,195.0
52.36677,4.8756,2021,12,3.0,3,2,0,4,5.0,2,1.0,0,337.0
52.35271,4.8967,2019,11,0.3,5,2,8,2,4.6,1,1.0,0,74.0
52.35914,4.88228,2020,19,0.14,2,5,2,4,4.5,1,1.0,0,131.0
52.3122,4.95602,2017,31,0.32,14,8,1,2,5.0,2,1.0,0,70.0
52.3838,4.88539,2015,20,4.23,233,6,1,3,4.97,2,1.0,1,149.0
52.36292,4.88628,2018,27,5.59,161,7,3,2,4.47,1,1.0,0,40.0
52.38077,4.8945,2013,33,0.27,4,7,2,2,4.75,1,1.0,0,91.0
52.37554,4.82136,2019,38,1.18,4,2,0,2,5.0,2,1.0,0,64.0
52.37212,4.85364,2018,19,1.24,35,6,3,3,4.23,3,1.5,0,70.0
52.37134,4.89603,2020,22,3.59,17,5,1,4,4.41,2,1.0,0,155.0
52.35503,4.89936,2013,38,4.21,193,9,3,2,4.96,3,1.0,1,93.0
52.37812,4.886629,2012,15,1.13,32,9,7,2,4.69,1,1.0,1,217.0
52.35593,4.90072,2014,36,3.45,317,4,1,2,4.8,2,1.0,0,111.0
52.34609,4.80854,2017,24,0.0,0,3,5,2,0.0,2,1.0,0,190.0
52.35374,4.91188,2016,35,16.0,16,9,0,2,4.94,3,1.0,0,93.0
52.32493,4.93962,2020,15,0.0,0,1,1,4,0.0,1,1.0,0,96.0
52.36202,4.86377,2014,22,0.2,16,4,1,2,5.0,5,1.5,0,279.0
52.37583,4.89387,2015,24,2.58,179,8,2,2,4.84,2,1.0,1,150.0
52.35584,4.87401,2013,28,1.76,118,9,1,4,4.93,2,1.0,1,130.0
52.34841,5.00298,2013,29,0.37,24,5,1,6,4.83,2,1.0,0,225.0
52.34049,4.92086,2012,27,0.23,6,8,4,2,4.33,10,1.5,0,132.0
52.38503,4.87922,2012,19,3.1,12,7,6,2,4.75,2,1.0,0,92.0
52.37348,4.84825,2016,23,0.47,19,4,2,2,4.88,2,1.0,0,115.0
52.36287,4.86486,2015,27,0.78,13,6,1,2,5.0,3,1.0,0,121.0
52.37376,4.92702,2016,32,1.86,118,6,1,2,4.86,2,1.5,0,75.0
52.37297,4.8583,2011,30,0.38,9,9,1,4,5.0,4,1.5,0,208.0
52.38329,4.88892,2015,13,1.0,1,4,0,2,3.0,2,1.0,0,138.0
52.41051,4.95333,2017,34,1.32,37,8,1,4,5.0,2,1.0,1,92.0
52.37426,4.89926,2016,19,1.92,128,8,16,2,4.77,1,0.5,1,114.0
52.35415,4.85285,2012,14,0.03,1,3,1,2,5.0,8,1.0,0,114.0
52.36826,4.93194,2018,32,0.5,11,2,4,4,4.64,1,1.0,0,267.0
52.36051,4.89089,2015,37,0.65,46,8,1,4,4.7,2,1.5,0,247.0
52.38241,4.87183,2014,24,3.71,11,4,1,2,5.0,2,2.5,0,120.0
